,answerPassageId,createdAt,answerPassageText,authorUID,question,corpusVersion,language
10953,1639-10,2023-06-03 11:07:38.157875+00:00,"Colocar una crema o ungüento en cada cambio de pañal puede ayudar a algunos bebés con piel sensible, pero no todos los bebés lo necesitan.

source: https://kidshealth.org/es/parents/diaper-rash.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Que crema es buena para la piel de los bebes,v0.1,es
11028,101765-17,2024-05-02 11:45:41.417833+00:00,"Viajes por trabajo: Si su empleo implica viajar, procure programar los viajes durante la etapa media del embarazo (entre las 14 y las 28 semanas). Este es momento más seguro para viajar y en el que se espera que los síntomas de los primeros meses del embarazo se hayan aliviado, pero aún no habrá aumentado tanto de peso ni estará tan incómoda. No se recomiendan los viajes en avión después de las 36 semanas de embarazo. Cuando viaje en avión, tenga presentes estos consejos:

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/DiseasesConditions/Pediatric/85,P04343",lorena-trial,When should I stop traveling during pregnancy?,v0.1,es
11034,269-0,2023-05-11 10:29:23.123770+00:00,"La primera decisión nutricional que debe tomar sobre su hijo recién nacido es cómo alimentarlo. Las siguientes indicaciones sobre el amamantamiento y la alimentación con fórmula lo pueden ayudar a tomar la decisión adecuada para usted y su bebé.

source: https://kidshealth.org/es/parents/feednewborn.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Cual debe ser la alimentación de mi primer bebe,v0.1,es
11045,120080-5,2024-05-02 11:42:28.480865+00:00,"Elementos para el personal del hospital: Cosas que necesitará en el hospital:

Continúe leyendo aquí: https://medlineplus.gov/spanish/ency/patientinstructions/000543.htm",lorena-trial,¿Qué cosas debo empacar en mi bolsa de hospital para el parto y el parto?,v0.1,es
11076,932-3,2023-05-11 10:13:03.891772+00:00,"La fatiga (cansancio) es otra queja frecuente de los niños con fibromialgia. Por este motivo, la fibromialgia tiene síntomas similares a los del síndrome de fatiga crónica. A veces, una persona puede tener ambas afecciones a la vez.

source: https://kidshealth.org/es/parents/fibromyalgia.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Porque me siento tan cansada todo el día,v0.1,es
11085,36063-21,2023-06-08 09:49:04.903659+00:00,"Según la Ley de Seguridad y Salud Ocupacionales de 1970External, los empleadores son los encargados de proveer condiciones laborales seguras y saludables a sus trabajadores.

source: https://www.cdc.gov/spanish/niosh/docs/2013-110_sp/",WP2OKXjmE1gzxLXdmr7SSQ5HJzy2,Cuál es el trabajador,v0.1,es
11124,16265-20,2023-06-23 15:36:13.940033+00:00,"Para bebés menores de 12 meses: Utilice el jabón regular para bebés que utilizaría para su hijo.

source: https://www.stanfordchildrens.org/es/service/surgical-services/safety",fnz9MTNcKvPJHWaZYBlh7hlPr0G3,¿Cuál es el mejor jabón para bebés con eczema?,v0.1,es
11142,9821-32,2023-06-15 09:53:58.632839+00:00,"Herpes simple: Virus que puede transmitirse sexualmente y que en algunos casos ocasiona lesiones genitales en adultos infectados. El bebé puede infectarse cuando pasa por la vía del parto infectada y en ocasiones produce enfermedades graves del recién nacido o problemas médicos futuros.

source: https://nacersano.marchofdimes.org/complicaciones/glosario-de-la-nicu.aspx",l3eCwZbbUNTonTWXrUayZ2no5C93,Que medicina puedo usar para el herpes en los ninos,v0.1,es
11145,46558-4,2024-05-02 11:43:33.988720+00:00,"Además de la edad, busca otros signos de que tu bebé está listo para los alimentos sólidos. Por ejemplo:<br>- ¿Puede tu bebé sostener la cabeza en una posición vertical constante?<br>- ¿Puede tu bebé sentarse con ayuda?<br>- ¿Se lleva tu bebé las manos o los juguetes a la boca?<br>- ¿Está su bebé mostrando un deseo de comer al inclinarse hacia adelante y abrir la boca?.

Continúe leyendo aquí: https://www.mayoclinic.org/es/healthy-lifestyle/infant-and-toddler-health/in-depth/healthy-baby/art-20046200?p=1",lorena-trial,¿Cuáles son algunas señales de que mi bebé está listo para comenzar a comer alimentos sólidos?,v0.1,es
11163,566-12,2023-06-26 15:01:23.645658+00:00,"El cirujano retira la barra en una cirugía posterior, generalmente después de unos 6 meses. El procedimiento de Ravitch se usa con mayor frecuencia en pacientes de 13 a 22 años de edad.

source: https://kidshealth.org/es/parents/pectus-carinatum.html",fnz9MTNcKvPJHWaZYBlh7hlPr0G3,Retiro de Similac,v0.1,es
11180,5003-94,2023-06-28 11:58:37.692049+00:00,"¡Los bebés en su primer mes pueden dormir hasta 17 horas en un período de 24 horas!. Durante los siguientes meses, los bebés dormirán de 13- 14 horas en un período de 24 horas. Los niños pequeños necesitan comer con frecuencia y pueden dormir solo 1-4 horas antes de que tengan hambre de nuevo.. Alrededor de 3 a 6 meses de edad los bebés comenzarán a dormir por períodos de tiempo más largos por la noche, referidos como consolidación y estarán despiertos durante gran parte del día.

source: https://eclkc.ohs.acf.hhs.gov/es/preparacion-escolar/articulo/hablemos-de-la-cultura-del-sueno-y-el-cuidado-infantil",JqIXVmpHhGa9SmYbZpvNasgjlyt2,¿Cuánto tiempo deben dormir los bebés?,v0.1,es
11187,43409-2,2024-05-02 11:50:12.357345+00:00,"¿Está preparado mi bebé para comer alimentos sólidos: ¿Cómo puede saber si su bebé está listo para ingerir alimentos sólidos? He aquí algunas pistas:

Continúe leyendo aquí: https://kidshealth.org/es/parents/feed47m.html",lorena-trial,¿Cómo puedo saber si mi bebé está listo para alimentos sólidos y cuáles son algunas buenas opciones para comenzar?,v0.1,es
11204,41478-14,2024-05-02 11:48:21.853382+00:00,"¿Cómo le cambio el pañal a mi bebé: Independientemente de que escoja pañales desechables o de tela, su pequeño ensuciará los pañales unas 10 veces al día (aproximadamente 70 veces por semana). Al cambiarle los pañales a su bebé:

Continúe leyendo aquí: https://kidshealth.org/es/parents/guide-parents.html",lorena-trial,¿Con qué frecuencia debo cambiar el pañal de mi bebé?,v0.1,es
11230,1465-23,2023-05-01 10:17:51.449769+00:00,"Para administrar jarabes u otros líquidos, lo mejor es utilizar una jeringuilla (en lugar de una cuchara o cucharita) a fin de asegurarse de que su hijo toma exactamente la cantidad que debe tomar. Puede comprar este tipo de jeringuillas en su farmacia. ¿Y si su hijo se toma una dosis incorrecta de medicamento? Llame al farmacéutico o al pediatra del niño de inmediato y siga sus instrucciones.

source: https://kidshealth.org/es/parents/pharmacist.html",AelZYirIiKRU36tUn84YHMSPNkE2,Jaundice,v0.1,es
11234,43409-22,2024-05-01 10:04:27.701928+00:00,"Comenzar a darle alimentos sólidos al bebé: Sepa si su bebé está listo para los alimentos sólidos y, de ser así, qué alimentos darle, cómo dárselos y cuáles evitar.

Continúe leyendo aquí: https://kidshealth.org/es/parents/feed47m.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Le puedo dar sólidos a mi bebe,v0.1,es
11240,1552-2,2023-05-03 19:05:57.291796+00:00,"El dolor durante el trabajo de parto es ocasionado por las contracciones de los músculos y la presión sobre el cuello uterino. Este dolor se puede sentir como un cólico intenso en el abdomen, las ingles y la espalda, y también como una sensación de malestar general. Algunas mujeres también experimentan dolor en los costados o en los muslos.

source: https://kidshealth.org/es/parents/childbirth-pain.html",AGSwnuFtldPyHzTR23xntdnx8er1,Rib pain during pregnancy,v0.1,es
11259,8685-60,2023-07-01 11:00:41.897054+00:00,"Usted puede darle 1 onza de estos jugos de fruta al día por cada mes de edad, hasta 4 onzas al día. Por ejemplo, un bebé de 3 meses puede tomar 3 onzas de jugo al día. Si los jugos de fruta no ayudan y su bebé puede comer alimentos sólidos, sírvale cereales, frutas y verduras. Añada alimentos para bebés con alto contenido de fibra dos veces al día.

source: https://espanol.kaiserpermanente.org/es/maryland-virginia-washington-dc/health-wellness/health-encyclopedia/he.con10",l3eCwZbbUNTonTWXrUayZ2no5C93,Le puedo dar jugo verde a mi bebe de 10 meses,v0.1,es
11276,1465-23,2023-05-01 09:21:25.050047+00:00,"Para administrar jarabes u otros líquidos, lo mejor es utilizar una jeringuilla (en lugar de una cuchara o cucharita) a fin de asegurarse de que su hijo toma exactamente la cantidad que debe tomar. Puede comprar este tipo de jeringuillas en su farmacia. ¿Y si su hijo se toma una dosis incorrecta de medicamento? Llame al farmacéutico o al pediatra del niño de inmediato y siga sus instrucciones.

source: https://kidshealth.org/es/parents/pharmacist.html",JqIXVmpHhGa9SmYbZpvNasgjlyt2,Jaundice,v0.1,es
11293,102350-60,2024-05-02 10:49:16.775520+00:00,"Cómo ayudar a aumentar la habilidad social del niño en edad escolar: Considere las siguientes como formas de fomentar las habilidades sociales del niño en edad escolar:

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/RelatedItems/90,p05387",lorena-trial,¿Cuáles son algunas formas de ayudar a mi bebé a desarrollar habilidades sociales?,v0.1,es
11314,45834-7,2024-05-01 20:44:34.839825+00:00,"¿Con qué frecuencia debe ir a los chequeos de cuidado prenatal: La mayoría de las embarazadas pueden seguir este cronograma:

Continúe leyendo aquí: https://nacersano.marchofdimes.org/embarazo/visitas-de-cuidado-prenatal.aspx",lorena-trial,¿Con qué frecuencia debo programar chequeos prenatales?,v0.1,es
11325,119513-0,2024-05-02 11:46:08.427199+00:00,"Es una afección cutánea común que se observa en los recién nacidos.

Continúe leyendo aquí: https://medlineplus.gov/spanish/ency/article/001458.htm",lorena-trial,¿Cuáles son algunas afecciones cutáneas comunes en los bebés?,v0.1,es
11336,830-32,2024-05-02 11:42:38.038091+00:00,"¿Cómo sé si mi bebé está recibiendo suficiente leche: Hay muchas señales que puedes observar para saber si tu bebé recibe suficiente leche.

Continúe leyendo aquí: https://espanol.womenshealth.gov/breastfeeding/learning-breastfeed/making-breastmilk",lorena-trial,¿Cuáles son algunas señales de que mi bebé está recibiendo suficiente leche materna?,v0.1,es
11382,87340-0,2024-05-06 14:44:46.226673+00:00,"Cuando tienes 3 meses de embarazo el embrión se convierte en feto. El cordón umbilical conecta el feto a la placenta y a la pared de tu útero. También comienzan a desarrollarse los órganos sexuales externos.

Continúe leyendo aquí: https://www.plannedparenthood.org/es/temas-de-salud/embarazo/etapas-del-embarazo/que-sucede-en-el-tercer-mes-de-embarazo",AelZYirIiKRU36tUn84YHMSPNkE2,What is baby 3,v0.1,es
11403,45834-7,2024-05-02 11:47:02.211594+00:00,"¿Con qué frecuencia debe ir a los chequeos de cuidado prenatal: La mayoría de las embarazadas pueden seguir este cronograma:

Continúe leyendo aquí: https://nacersano.marchofdimes.org/embarazo/visitas-de-cuidado-prenatal.aspx",lorena-trial,¿Con qué frecuencia debo ir a los controles prenatales?,v0.1,es
11408,100971-0,2024-05-02 11:48:03.234216+00:00,"Pruebas comunes durante el embarazo: Las siguientes son algunas de las pruebas más comunes durante el embarazo:

Continúe leyendo aquí: https://myhealth.ucsd.edu/Spanish/RelatedItems/85,P04340",lorena-trial,¿Cuáles son algunas pruebas y exámenes comunes durante el embarazo?,v0.1,es
11433,46081-1,2024-05-02 11:44:11.090519+00:00,"Algunos de los logros de su bebé – conocidos como los hitos del desarrollo – incluyen darse vuelta, sentarse, pararse, y posiblemente caminar. Es probable que su corazón se derrita cuando escuche los primeros sonidos, tales como “mama” o “dada”.

Continúe leyendo aquí: https://nacersano.marchofdimes.org/bebe/los-hitos-del-desarrollo-del-bebe.aspx",lorena-trial,¿Cuáles son algunos hitos comunes para los bebés?,v0.1,es
11450,1732-0,2024-05-02 10:49:15.783545+00:00,"¿Cómo promuevo el uso saludable de la tecnología en mi hijo: Consejos de expertos sobre cómo encontrar el equilibrio entre mantenerse conectado a través de la tecnología y garantizar la seguridad en el mundo digital.

Continúe leyendo aquí: https://childmind.org/es/crianzapositiva/uso-saludable-de-la-tecnologia/",lorena-trial,¿Cuáles son algunas formas de presentar a mi bebé a la tecnología de manera saludable?,v0.1,es
11460,41478-23,2024-05-02 11:48:20.062342+00:00,"Siempre coloque a los bebés boca arriba para dormir. Así ayudará a reducir el riesgo del síndrome de muerte súbita del lactante. Otras prácticas de seguridad para que duerma un recién nacido son las siguientes:<br>- no usar mantas, edredones, colchas, peluches, chichoneras, ni almohadas en la cuna o el moisés del bebé ya que podrían hacer que el bebé se asfixiara.<br>- que los padres compartan la habitación con el bebé (pero no la cama) durante los primeros seis a doce meses de la vida del pequeño.

Continúe leyendo aquí: https://kidshealth.org/es/parents/guide-parents.html",lorena-trial,¿Cuáles son algunas prácticas seguras para dormir para los bebés?,v0.1,es
11461,1465-23,2023-09-11 21:02:32.204837+00:00,"Para administrar jarabes u otros líquidos, lo mejor es utilizar una jeringuilla (en lugar de una cuchara o cucharita) a fin de asegurarse de que su hijo toma exactamente la cantidad que debe tomar. Puede comprar este tipo de jeringuillas en su farmacia. ¿Y si su hijo se toma una dosis incorrecta de medicamento? Llame al farmacéutico o al pediatra del niño de inmediato y siga sus instrucciones.

source: https://kidshealth.org/es/parents/pharmacist.html",3,jaundice,v0.1,es
11469,269-35,2023-05-16 10:12:55.225489+00:00,"Si su bebé está molesto, llora, parece tener hambre, no parece estar satisfecho después de alimentarse y moja menos pañales es posible que no esté comiendo lo suficiente. Si le preocupa que su bebé no esté comiendo lo suficiente, llame al médico.

source: https://kidshealth.org/es/parents/feednewborn.html",l3eCwZbbUNTonTWXrUayZ2no5C93,Porque mi bebe no está comiendo mucho,v0.1,es
11492,43384-1,2024-05-02 11:43:25.497965+00:00,"¿Con qué frecuencia debo amamantar a mi bebé: Durante el primer mes de vida, los recién nacidos deben alimentarse entre ocho y 12 veces al día. La leche materna se digiere fácilmente, por lo que los recién nacidos tienen hambre a menudo. Además, el hecho de amamantar frecuentemente a su bebé favorece su producción de leche durante las primeras semanas.

Continúe leyendo aquí: https://kidshealth.org/es/parents/breastfeed-often.html",lorena-trial,¿Con qué frecuencia debo amamantar a mi bebé?,v0.1,es
11494,1692-2,2023-06-26 14:37:26.174225+00:00,"Una vez que hayas anunciado tu embarazo, la primera pregunta que seguramente te hagan es ""¿Para cuándo esperas?"". Durante la primera consulta prenatal, tu médico te ayudará a determinar la fecha de parto estimada (EDD por su sigla en inglés). Tu EDD es 40 semanas después del primer día de tu última menstruación.

source: https://kidshealth.org/es/parents/pregnancy-calendar-intro.html",fnz9MTNcKvPJHWaZYBlh7hlPr0G3,¿Qué debo esperar en 30 semanas de embarazo?,v0.1,es
11512,45982-2,2024-05-02 10:49:06.502862+00:00,"¿Qué señales le dicen que su bebé desea interactuar: Estas señales muestran que su bebé está listo para interactuar:

Continúe leyendo aquí: https://nacersano.marchofdimes.org/complicaciones/aprenda-las-senales-de-su-bebe.aspx",lorena-trial,¿Cuáles son algunas formas de presentar a mi bebé a las interacciones sociales?,v0.1,es
11514,9351-52,2023-07-11 12:33:20.380907+00:00,"La mayoría de los bebés duermen un total de 18 horas al día. Se despiertan por poco tiempo, como mínimo, cada 2 o 3 horas. Siempre debe hacer dormir al bebé boca arriba, no sobre el abdomen. Esto reduce el riesgo del síndrome de muerte infantil súbita (SIDS, por sus siglas en inglés).

source: https://espanol.kaiserpermanente.org/es/southern-california/health-wellness/health-encyclopedia/he.abl1277",JqIXVmpHhGa9SmYbZpvNasgjlyt2,¿Cuánto tiempo debe dormir la siesta mi bebé?,v0.1,es
